User,Text,emoji_pos,emoji_neg,emoji_neu,num_emoji_pos,num_emoji_neg,num_emoji_neu,cleaned_text,tokenized,label
@hoangphan5196,Ko biết Nam có hay xem tham khảo dv hài độc thoại Max Amini ko mà cách truyền đạt mảng miếng cả cảm xúc cũng như cách trêu khán giả hơi giống ổng nhưng lại vẫn giữ đc màu riêng của Nam. Set này hay ko phải bàn kkkkk,,,,0,0,0,ko nam tham_khảo dv hài độc_thoại max amini không_mà truyền_đạt mảng miếng cảm_xúc trêu khán_giả hơi màu nam_set không_phải bàn kkkkk,"['ko', 'biết', 'nam', 'có', 'hay', 'xem', 'tham_khảo', 'dv', 'hài', 'độc_thoại', 'max', 'amini', 'không_mà', 'cách', 'truyền_đạt', 'mảng', 'miếng', 'cả', 'cảm_xúc', 'cũng', 'như', 'cách', 'trêu', 'khán_giả', 'hơi', 'giống', 'ổng', 'nhưng', 'lại', 'vẫn', 'giữ', 'được', 'màu', 'riêng', 'của', 'nam_set', 'này', 'hay', 'không_phải', 'bàn', 'kkkkk']",2
@ThảoNguyễn-w1i3b,"Thích Sài Gòn Tếu qw, mong ra nhiều video hơn ạ",,,,0,0,0,sài gòn tếu qw mong video,"['thích', 'sài', 'gòn', 'tếu', 'qw', 'mong', 'ra', 'nhiều', 'video', 'hơn', 'ạ']",2
@datmit99,"Đứa nàoooo, Đứa nàoooooooooo.... Xuất xuất, hoá đơn.... =)) cười chải nước miếng",,,,0,0,0,đứa nàoooo đứa nàoooooooooo xuất xuất_hóa đơn cười chải miếng,"['đứa', 'nàoooo', 'đứa', 'nàoooooooooo', 'xuất', 'xuất_hóa', 'đơn', 'cười', 'chải', 'nước', 'miếng']",2
@HaMy-TSH2,Hài mà hết nhanh quá thấy tiếc lun á,,,,0,0,0,hài tiếc lun,"['hài', 'mà', 'hết', 'nhanh', 'quá', 'thấy', 'tiếc', 'lun', 'á']",2
@Annguyen08titinni,chưa bh thất vọng về mảng miếng của Nam,,,,0,0,0,chưa_bh thất_vọng mảng miếng nam,"['chưa_bh', 'thất_vọng', 'về', 'mảng', 'miếng', 'của', 'nam']",2
@minlously,500K views oiiii 🎉 5M views leggooooo 🔥🔥🔥🔥🔥,🎉🔥🔥🔥🔥🔥,,,6,0,0,500 k views oiiii 5 m views leggooooo,"['500', 'k', 'views', 'oiiii', '5', 'm', 'views', 'leggooooo']",1
@nghiatran5676,Phong độ còn nhưng set này Nam hơi ồn. Tiết chế lại tí😊,😊,,,1,0,0,phong_độ set nam_hơi ồn_tiết_chế tí,"['phong_độ', 'còn', 'nhưng', 'set', 'này', 'nam_hơi', 'ồn_tiết_chế', 'lại', 'tí']",1
@PhúckỳVân-e4l,Có tóc là đc. Ác vừa. 😂😂😂,😂😂😂,,,3,0,0,tóc đc_ác,"['có', 'tóc', 'là', 'đc_ác', 'vừa']",1
@Andy.TuanDung03,"Lên level quá anh Nam,xem anh Nam ngồi cười rồi sặc cả cục đòmmmm raaa ngoàiiiii",,,,0,0,0,level namxem nam cười sặc cục đòmmmm raaa ngoàiiiii,"['lên', 'level', 'quá', 'anh', 'namxem', 'anh', 'nam', 'ngồi', 'cười', 'rồi', 'sặc', 'cả', 'cục', 'đòmmmm', 'raaa', 'ngoàiiiii']",2
@siumi8889,"khúc cuối cười mệt, vì đúng tâm li, mà còn hài chúa nửa",,,,0,0,0,khúc cười mệt tâm_li mà_còn hài_chúa nửa,"['khúc', 'cuối', 'cười', 'mệt', 'vì', 'đúng', 'tâm_li', 'mà_còn', 'hài_chúa', 'nửa']",2
@macan8524,"A Long đã đánh giá Nam 5 Sao 😅. Ok, hôm nay bạn diễn hài khá hài.",😅,,,1,0,0,a long đánh_giá nam 5 ok hôm_nay diễn_hài hài,"['a', 'long', 'đã', 'đánh_giá', 'nam', '5', 'sao', 'ok', 'hôm_nay', 'bạn', 'diễn_hài', 'khá', 'hài']",1
@huyhoangwistock1991,"Đẳng cấp khác biệt với phần còn lại. Không uổng công mong chờ, đợi ngày các bạn về HN nhé !",,,,0,0,0,đẳng_cấp khác_biệt không_uổng công_mong chờ_đợi hn,"['đẳng_cấp', 'khác_biệt', 'với', 'phần', 'còn', 'lại', 'không_uổng', 'công_mong', 'chờ_đợi', 'ngày', 'các', 'bạn', 'về', 'hn', 'nhé']",2
@clashofclansvina3402,Mướn người cười hay ghê ta. Mày nói chuyện ý nghĩa ghê ta.,,,,0,0,0,mướn cười ghê ta mày nói_chuyện ý_nghĩa ghê ta,"['mướn', 'người', 'cười', 'hay', 'ghê', 'ta', 'mày', 'nói_chuyện', 'ý_nghĩa', 'ghê', 'ta']",2
@phamacloc7284,Hơ hơ hơ hơ xuất xuất xuất … hoá đơn luôn cho anh em ơi 😂😂😂,😂😂😂,,,3,0,0,hơ hơ hơ hơ xuất xuất_xuất hóa đơn anh_em,"['hơ', 'hơ', 'hơ', 'hơ', 'xuất', 'xuất_xuất', 'hóa', 'đơn', 'luôn', 'cho', 'anh_em', 'ơi']",1
@dungtuan,dạo này tập gym nên thấy gồ ghề,,,,0,0,0,dạo tập gym gồ ghề,"['dạo', 'này', 'tập', 'gym', 'nên', 'thấy', 'gồ', 'ghề']",2
@huynhmy7096,Xuất xuất hóa đơn luôn em êi😂,😂,,,1,0,0,xuất xuất_hóa đơn êi,"['xuất', 'xuất_hóa', 'đơn', 'luôn', 'em', 'êi']",1
@datbui3630,Dân chơi áo khoát mà nay ko thấy mặc áo khoát,,,,0,0,0,dân_chơi áo_khoát không_thấy mặc áo khoát,"['dân_chơi', 'áo_khoát', 'mà', 'nay', 'không_thấy', 'mặc', 'áo', 'khoát']",2
@Camnga-q1c,Siêu đỉnh xịn xò nhịp điệu rất cuốn thật sự,,,,0,0,0,siêu đỉnh xịn xò nhịp_điệu thật_sự,"['siêu', 'đỉnh', 'xịn', 'xò', 'nhịp_điệu', 'rất', 'cuốn', 'thật_sự']",2
@datle1402,Thất vọng với set lần này của PN. Đùa giỡn quá đà thành ra vô duyên. Lấy tục tĩu ra làm trò cười chứ không sâu sắc và thông minh như nhiều lần trước.,,,,0,0,0,thất_vọng set pn đùa_giỡn đà thành_ra vô_duyên lấy_tục tĩu làm_trò cười không_sâu_sắc thông_minh,"['thất_vọng', 'với', 'set', 'lần', 'này', 'của', 'pn', 'đùa_giỡn', 'quá', 'đà', 'thành_ra', 'vô_duyên', 'lấy_tục', 'tĩu', 'ra', 'làm_trò', 'cười', 'chứ', 'không_sâu_sắc', 'và', 'thông_minh', 'như', 'nhiều', 'lần', 'trước']",2
@Henrixsound,Tiểu phẩm lần này hay nha 👌,👌,,,1,0,0,tiểu_phẩm nha,"['tiểu_phẩm', 'lần', 'này', 'hay', 'nha']",1
@TraderNhaNgheVlog,"Phong Lê hài đậm chất hơn, dù bựa hơn",,,,0,0,0,phong_lê hài_đậm chất bựa,"['phong_lê', 'hài_đậm', 'chất', 'hơn', 'dù', 'bựa', 'hơn']",2
@HátThảGaPlus,"cười điên, xem ông ni mới cười được mấy người còn lại cười không nỗi luôn trời",,,,0,0,0,cười điên ni cười mấy cười không_nỗi trời,"['cười', 'điên', 'xem', 'ông', 'ni', 'mới', 'cười', 'được', 'mấy', 'người', 'còn', 'lại', 'cười', 'không_nỗi', 'luôn', 'trời']",2
@havanaquan6086,Đã quá nam ơi cười méo mẹ hàm rồi,,,,0,0,0,nam cười méo mẹ hàm,"['đã', 'quá', 'nam', 'ơi', 'cười', 'méo', 'mẹ', 'hàm', 'rồi']",2
@DungTran-tu4kt,Sao có duyên dữ vậy chời :D,,,,0,0,0,duyên_dữ chời d,"['sao', 'có', 'duyên_dữ', 'vậy', 'chời', 'd']",2
@DungTran-lv3lr,nay ảnh ồn ào 😆,,,,0,0,0,ảnh ồn_ào,"['nay', 'ảnh', 'ồn_ào']",2
@nguyenhungvi2328,quá nhiều hits,,,,0,0,0,hits,"['quá', 'nhiều', 'hits']",2
@HUỲNHMINHPHÚC-b2l,Là do lên youtube bị cut hay show bạn diễn ngắn thật vậy 😢 muốn đi coi mà nghĩ thấy bạn diễn ngắn quá cũng tiếc,,😢,,0,1,0,youtube cut show diễn_ngắn đi coi diễn ngắn tiếc,"['là', 'do', 'lên', 'youtube', 'bị', 'cut', 'hay', 'show', 'bạn', 'diễn_ngắn', 'thật', 'vậy', 'muốn', 'đi', 'coi', 'mà', 'nghĩ', 'thấy', 'bạn', 'diễn', 'ngắn', 'quá', 'cũng', 'tiếc']",0
@TrườngTrần-p8d7k,Hay quá a Nam ơi❤. Chúc team mình thật nhiều sức khoẻ và càng ngày phát triển hơn nữa❤.yêu sg tếu❤,❤❤❤,,,3,0,0,a_nam chúc team sức_khỏe phát_triển nữayêu sg tếu,"['hay', 'quá', 'a_nam', 'ơi', 'chúc', 'team', 'mình', 'thật', 'nhiều', 'sức_khỏe', 'và', 'càng', 'ngày', 'phát_triển', 'hơn', 'nữayêu', 'sg', 'tếu']",1
@tuntra020,Ảo lòi thế,,,,0,0,0,ảo lòi,"['ảo', 'lòi', 'thế']",2
@thanhhangnguyenduc6528,Sau set này của Phương Nam mình quyết định không ủng hộ SG Tếu nữa. Vừa đẻ mổ về xem xong bung hết cả chỉ =))),,,,0,0,0,set phương nam quyết_định không_ủng_hộ sg tếu đẻ mổ xong bung,"['sau', 'set', 'này', 'của', 'phương', 'nam', 'mình', 'quyết_định', 'không_ủng_hộ', 'sg', 'tếu', 'nữa', 'vừa', 'đẻ', 'mổ', 'về', 'xem', 'xong', 'bung', 'hết', 'cả', 'chỉ']",2
@thadyleng1808,Tội anh Long thật sự mà mắc cười quá :))),,,,0,0,0,tội long thật_sự mắc cười,"['tội', 'anh', 'long', 'thật_sự', 'mà', 'mắc', 'cười', 'quá']",2
@h4sr24,Khứa này hài,,,,0,0,0,khứa hài,"['khứa', 'này', 'hài']",2
@vănđến-x8x,ĐỨA NÀOOOO lm tui cười bể bụng thiệt luôn,,,,0,0,0,đứa nàoooo lm tui cười bể bụng thiệt,"['đứa', 'nàoooo', 'lm', 'tui', 'cười', 'bể', 'bụng', 'thiệt', 'luôn']",2
@nguyentrinhthetam1969,"Hài độc thoại, dễ ợt",,,,0,0,0,hài độc_thoại ợt,"['hài', 'độc_thoại', 'dễ', 'ợt']",2
@Bilongvadamme,"Phương nam có thể nói đây là buổi biểu diễn coi đã nhất trong các buổi diễn từ trước cho đến nay , cố lên em nhé anh trong chờ phần diễn tiếp theo của em sẽ tốt và hay hơn như thế",,,,0,0,0,phương nam có_thể biểu_diễn coi diễn cố chờ diễn tiếp_theo,"['phương', 'nam', 'có_thể', 'nói', 'đây', 'là', 'buổi', 'biểu_diễn', 'coi', 'đã', 'nhất', 'trong', 'các', 'buổi', 'diễn', 'từ', 'trước', 'cho', 'đến', 'nay', 'cố', 'lên', 'em', 'nhé', 'anh', 'trong', 'chờ', 'phần', 'diễn', 'tiếp_theo', 'của', 'em', 'sẽ', 'tốt', 'và', 'hay', 'hơn', 'như', 'thế']",2
@hngthammm,"dạo này anh Nam đẹp trai hẳn ra luôn chài, xem video của anh Nam k cười cũng uổng lắm",,,,0,0,0,dạo nam đẹp_trai hẳn chài video nam không_cười uổng lắm,"['dạo', 'này', 'anh', 'nam', 'đẹp_trai', 'hẳn', 'ra', 'luôn', 'chài', 'xem', 'video', 'của', 'anh', 'nam', 'không_cười', 'cũng', 'uổng', 'lắm']",2
@DatNguyenQuang-m7d,Ổng diễn một hồi mà có người lên cơn động kinh luôn,,,,0,0,0,diễn hồi lên_cơn động kinh,"['ổng', 'diễn', 'một', 'hồi', 'mà', 'có', 'người', 'lên_cơn', 'động', 'kinh', 'luôn']",2
@hienthuong9825,"Xuất sắc luôn , xem cười từ đầu tới cuối luôn. Mong có cơ hội đc xem set của Nam diễn 1 lần ❤",❤,,,1,0,0,xuất_sắc cười đầu mong cơ_hội set nam_diễn 1,"['xuất_sắc', 'luôn', 'xem', 'cười', 'từ', 'đầu', 'tới', 'cuối', 'luôn', 'mong', 'có', 'cơ_hội', 'được', 'xem', 'set', 'của', 'nam_diễn', '1', 'lần']",1
@ngocpham2326,"Haha, thấy hơi hướng nhẹ của Matt Rife trong này, roast người khác siêu hài nma cũng khéo. Keep it up bro❤",❤,,,1,0,0,haha hơi hướng nhẹ matt rife roast siêu hài_nma khéo keep it up bro,"['haha', 'thấy', 'hơi', 'hướng', 'nhẹ', 'của', 'matt', 'rife', 'trong', 'này', 'roast', 'người', 'khác', 'siêu', 'hài_nma', 'cũng', 'khéo', 'keep', 'it', 'up', 'bro']",1
@ydctttytumt1457,"Bạn này quá duyên, có nét của Trấn Thành, thông minh, nhạy bén, nhưng lại quá hợp lý",,,,0,0,0,quá_duyên nét trấn_thành thông_minh nhạy_bén hợp_lý,"['bạn', 'này', 'quá_duyên', 'có', 'nét', 'của', 'trấn_thành', 'thông_minh', 'nhạy_bén', 'nhưng', 'lại', 'quá', 'hợp_lý']",2
@cookiesfamily93,Cười sặc sụa từ đầu tới cuối,,,,0,0,0,cười sặc_sụa đầu,"['cười', 'sặc_sụa', 'từ', 'đầu', 'tới', 'cuối']",2
@ceciliale1952,This guy is quite good....I had a good time laughing....,,,,0,0,0,this guy is quite goodi had a time laughing,"['this', 'guy', 'is', 'quite', 'goodi', 'had', 'a', 'tốt', 'time', 'laughing']",2
@NhậtMinh-g2h1d,a nam vs katt william ai hon,,,,0,0,0,a nam vs katt william hon,"['a', 'nam', 'vs', 'katt', 'william', 'ai', 'hon']",2
@vuhuy4609,hay mà nói nhanh qá,,,,0,0,0,qá,"['hay', 'mà', 'nói', 'nhanh', 'qá']",2
@lannadao,"Coi chưa đã nữa Tếu ơi, Nam có thể nào kéo cái miếng dài thêm chút để cười cho đã đc k, chứ đang cười cái kết ngang 😂",😂,,,1,0,0,coi chưa_đã tếu ơi_nam có_thể kéo miếng chút cười k cười kết ngang,"['coi', 'chưa_đã', 'nữa', 'tếu', 'ơi_nam', 'có_thể', 'nào', 'kéo', 'cái', 'miếng', 'dài', 'thêm', 'chút', 'để', 'cười', 'cho', 'đã', 'được', 'k', 'chứ', 'đang', 'cười', 'cái', 'kết', 'ngang']",1
@tuananh-ci7si,"Má cái thằng , 2h đêm cười đái ra quần",,,,0,0,0,má thằng 2 h đêm cười đái quần,"['má', 'cái', 'thằng', '2', 'h', 'đêm', 'cười', 'đái', 'ra', 'quần']",2
@Quachtoan-k4k,Xem thích ngọt ngào cách diễn đạt cực cuốn đúng không !!!,,,,0,0,0,ngọt_ngào diễn_đạt cực,"['xem', 'thích', 'ngọt_ngào', 'cách', 'diễn_đạt', 'cực', 'cuốn', 'đúng', 'không']",2
@kyonguyen6557,Luôn ủng hộ Phương Nam nhé,,,,0,0,0,ủng_hộ phương nam,"['luôn', 'ủng_hộ', 'phương', 'nam', 'nhé']",2
@kimthungo,Anh Nam đỉnh quáaaaaaa x 1000000000 x 100000 bao giờ Sài Gòn Tếu ra hn típ dị 😢,,😢,,0,1,0,nam đỉnh quáaaaaaa x 1000000000 x 100000 bao_giờ sài_gòn tếu hn típ dị,"['anh', 'nam', 'đỉnh', 'quáaaaaaa', 'x', '1000000000', 'x', '100000', 'bao_giờ', 'sài_gòn', 'tếu', 'ra', 'hn', 'típ', 'dị']",0
@phuocnguyen5313,"cười muốn rụng hàm, Phương Nam tài năng thực sự",,,,0,0,0,cười rụng hàm_phương nam tài_năng thực_sự,"['cười', 'muốn', 'rụng', 'hàm_phương', 'nam', 'tài_năng', 'thực_sự']",2
@nhokucuong8535,tập này zui mà ít quá 😂 dài hơn đi 😂,😂😂,,,2,0,0,tập zui đi,"['tập', 'này', 'zui', 'mà', 'ít', 'quá', 'dài', 'hơn', 'đi']",1
@phuongkhanhrosalinenguyen6460,"Khuya rồi mà coi set tập này của anh Nam ta nói cười khùng 🤣🤣🤣. Biết Sài Gòn Tếu lâu rồi nhưng mà đến bây giờ vẫn quen coi hài của anh Nam và 1 mình anh Nam, quen rồi mà công nhận ổng diễn càng lên tay. Coi đến đâu là cười đến đó.",🤣🤣🤣,,,3,0,0,khuya coi set tập nam ta nói_cười khùng sài_gòn tếu nhưng_mà bây_giờ quen coi hài nam 1 nam quen công_nhận diễn coi cười,"['khuya', 'rồi', 'mà', 'coi', 'set', 'tập', 'này', 'của', 'anh', 'nam', 'ta', 'nói_cười', 'khùng', 'biết', 'sài_gòn', 'tếu', 'lâu', 'rồi', 'nhưng_mà', 'đến', 'bây_giờ', 'vẫn', 'quen', 'coi', 'hài', 'của', 'anh', 'nam', 'và', '1', 'mình', 'anh', 'nam', 'quen', 'rồi', 'mà', 'công_nhận', 'ổng', 'diễn', 'càng', 'lên', 'tay', 'coi', 'đến', 'đâu', 'là', 'cười', 'đến', 'đó']",1
@btk4707,Set của Nam vẫn luôn luôn rất là tự nhiên . Mong chờ 1 ngày có cơ hội được trực tiếp xem set của Nam 1 lần trong đời <3,,,,0,0,0,set nam luôn_luôn tự_nhiên mong_chờ 1 cơ_hội trực_tiếp set nam 1 đời 3,"['set', 'của', 'nam', 'vẫn', 'luôn_luôn', 'rất', 'là', 'tự_nhiên', 'mong_chờ', '1', 'ngày', 'có', 'cơ_hội', 'được', 'trực_tiếp', 'xem', 'set', 'của', 'nam', '1', 'lần', 'trong', 'đời', '3']",2
@ntnchanel15,"""mà cái khổ của trai thẳng là khi nói tao là là trai thẳng nó rất gay"",""nhưng khổ 1 cái nữa là tao là gay nhưng nó rất thật""
Nghe xong đoạn này cười phun cơm luôn 🤣",🤣,,,1,0,0,khổ trai thẳng tao là_là trai thẳng gaynhưng_khổ 1 tao gay xong đoạn cười phun cơm,"['mà', 'cái', 'khổ', 'của', 'trai', 'thẳng', 'là', 'khi', 'nói', 'tao', 'là_là', 'trai', 'thẳng', 'nó', 'rất', 'gaynhưng_khổ', '1', 'cái', 'nữa', 'là', 'tao', 'là', 'gay', 'nhưng', 'nó', 'rất', 'thật', 'nghe', 'xong', 'đoạn', 'này', 'cười', 'phun', 'cơm', 'luôn']",1
@monokeliest3572,Dùng triệt để anh đầu trọc luôn hay thật =)) mỗi lần đá qua ảnh mình cười quá tr,,,,0,0,0,triệt_để đầu trọc đá ảnh cười trời,"['dùng', 'triệt_để', 'anh', 'đầu', 'trọc', 'luôn', 'hay', 'thật', 'mỗi', 'lần', 'đá', 'qua', 'ảnh', 'mình', 'cười', 'quá', 'trời']",2
@hains92,Nghe là thấy phước bro nó mỏng hơn tờ A4 lun =)),,,,0,0,0,phước_bro mỏng tờ a4 lun,"['nghe', 'là', 'thấy', 'phước_bro', 'nó', 'mỏng', 'hơn', 'tờ', 'a4', 'lun']",2
@firefox3173,9:57 nhỏ cười hay mếu vậy? 😅,😅,,,1,0,0,957 cười mếu,"['957', 'nhỏ', 'cười', 'hay', 'mếu', 'vậy']",1
@VanQuanKenh,.,,,,0,0,0,,[],2
@HọcHỏivàChiaSẻ,11:31 có nhóm nhạc phòng trà đi xem SaiGon Tếu,,,,0,0,0,1131 nhạc phòng trà đi saigon tếu,"['1131', 'có', 'nhóm', 'nhạc', 'phòng', 'trà', 'đi', 'xem', 'saigon', 'tếu']",2
@uyenphanhatholangtang596,"Có ai như tui ko, mới 3 phút mà cười mệt phải dừng lại thở cái 😂",😂,,,1,0,0,tui ko 3 phút cười mệt dừng thở,"['có', 'ai', 'như', 'tui', 'ko', 'mới', '3', 'phút', 'mà', 'cười', 'mệt', 'phải', 'dừng', 'lại', 'thở', 'cái']",1
@HoaLe-kb6nf,Phương Nam đúng là một cái gì đó 😂,😂,,,1,0,0,phương nam,"['phương', 'nam', 'đúng', 'là', 'một', 'cái', 'gì', 'đó']",1
@lethao7761,đỉnh! đột phá! quá xuất sắc anh Nam ơi,,,,0,0,0,đỉnh đột_phá xuất_sắc nam,"['đỉnh', 'đột_phá', 'quá', 'xuất_sắc', 'anh', 'nam', 'ơi']",1
@myblue11,Không lẽ bé Trợ lý của Nam tên Trang,,,,0,0,0,không_lẽ bé trợ_lý nam trang,"['không_lẽ', 'bé', 'trợ_lý', 'của', 'nam', 'tên', 'trang']",2
@QuangVo-VQ,Phương Nam đúng là ở đẳng cắp khác biệt,,,,0,0,0,phương nam đẳng_cắp khác_biệt,"['phương', 'nam', 'đúng', 'là', 'ở', 'đẳng_cắp', 'khác_biệt']",2
@Commander730,"mé tập này Phương Nam đỉnh, cười từ đầu tới cuối như coi show nc ngoài.
Mình ko có ý đánh giá thấp, chỉ là thấy vui vì hài độc thoại VN lên level quá =))",,,,0,0,0,mé tập phương nam đỉnh cười đầu coi show nc không_có đánh_giá vui hài độc_thoại vn level,"['mé', 'tập', 'này', 'phương', 'nam', 'đỉnh', 'cười', 'từ', 'đầu', 'tới', 'cuối', 'như', 'coi', 'show', 'nc', 'ngoài', 'mình', 'không_có', 'ý', 'đánh_giá', 'thấp', 'chỉ', 'là', 'thấy', 'vui', 'vì', 'hài', 'độc_thoại', 'vn', 'lên', 'level', 'quá']",2
@ongnguyen4625,"mình xem rất nhiều set của Nam và đều thích nhưng set này mình ko thích nhất.Vì tất cả các set khác của bạn đều duyên dáng và ko động chạm đến người khác,còn set này lại gây cười quá nhiều bằng việc mang ngoại hình của 1 khán giả ra đùa cợt- nó là 1 kiểu gây cười khá phổ thông và nói thật là khá thô + phản cảm.Mang người khác ra đùa chắc là vui,may ông anh vui tính ko cọc đấy ko thì chắc họ bỏ về rồi.",,,,0,0,0,set nam set không_thích nhấtvì tất_cả set duyên_dáng không_động_chạm kháccòn_set cười ngoại_hình 1 khán_giả đùa cợt 1 kiểu cười phổ_thông thô_phản_cảmmang đùa vuimay vui_tính không_cọc đấy không_thì,"['mình', 'xem', 'rất', 'nhiều', 'set', 'của', 'nam', 'và', 'đều', 'thích', 'nhưng', 'set', 'này', 'mình', 'không_thích', 'nhấtvì', 'tất_cả', 'các', 'set', 'khác', 'của', 'bạn', 'đều', 'duyên_dáng', 'và', 'không_động_chạm', 'đến', 'người', 'kháccòn_set', 'này', 'lại', 'gây', 'cười', 'quá', 'nhiều', 'bằng', 'việc', 'mang', 'ngoại_hình', 'của', '1', 'khán_giả', 'ra', 'đùa', 'cợt', 'nó', 'là', '1', 'kiểu', 'gây', 'cười', 'khá', 'phổ_thông', 'và', 'nói', 'thật', 'là', 'khá', 'thô_phản_cảmmang', 'người', 'khác', 'ra', 'đùa', 'chắc', 'là', 'vuimay', 'ông', 'anh', 'vui_tính', 'không_cọc', 'đấy', 'không_thì', 'chắc', 'họ', 'bỏ', 'về', 'rồi']",2
@phamminh9929,Cứ Nam là vô xem. Còn của mấy nữ thì thấm ko nổi,,,,0,0,0,nam vô mấy nữ thấm không_nổi,"['cứ', 'nam', 'là', 'vô', 'xem', 'còn', 'của', 'mấy', 'nữ', 'thì', 'thấm', 'không_nổi']",2
@PhúRocket40,"show này máu quá, tui thích như vậy",,,,0,0,0,show máu tui như_vậy,"['show', 'này', 'máu', 'quá', 'tui', 'thích', 'như_vậy']",2
@burberryliquis717,"dạo nay pnam level up quá, muốn cưới pnam luôn í",,,,0,0,0,dạo pnam level up cưới pnam í,"['dạo', 'nay', 'pnam', 'level', 'up', 'quá', 'muốn', 'cưới', 'pnam', 'luôn', 'í']",2
